village,municipality,state,inali_endonym_ort,inali_endonym_ipa,inali_name
Buenavista,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
El Carmen,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
El Carrizal,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
El Progreso,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
El Socorro,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
Galeana,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
General Vicente Guerrero,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
Guadalupe Hidalgo,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
La Labor,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
La Paz,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
La Providencia,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
Laguna Grande Tilantongo,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
Las Flores Tilantongo,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
Monte Negro,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
Narciso Mendoza,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
Nuhduu’,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
San Antonio,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
San Isidro (Yueuyoco),Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
San José Tres Lagunas,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
San Martín de las Palmas,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
Santiago Tilantongo,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
Yuuku-Yaquu,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
Zaragoza,Santiago Tilantongo,Oaxaca,tnu’un dau,[tnũʔũ ðau],mixteco del este central
Agua Fría,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Buena Vista,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Campo de Aviación,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Cañada de Ceniza,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Cañada de Curva,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Cañada de Hielo,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Cañada de Hierba Santa,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Cañada de Timbre,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Cañada de Yukcimil,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Cañada Hoja Mano de León,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Cerro de Águila,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Ciénega de Corral,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Ciénega de Tierra Colorada,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Cuatro Caminos,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
El Columpio,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
El Gachupín,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
El Ocotal,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
El Portezuelo,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
El Zurco,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
La Guacamaya,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
La Lobera,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
La Plazuela,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
La Unión,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Ladera de Coco,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Llano Grande,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma Blanca,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma Cerezal,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma Corazón,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Águila,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Buena Vista,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Cebolla,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Comadreja,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Coyote,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Culebrón,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Dolor,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Jícara,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de las Flores,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Leña,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Manzanita,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Ocotal,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Topil,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Yukcimil,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma de Zacatón,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma Delgada,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma Honda,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma Larga,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma Mecate,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma Redonda,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Mogote de Nido,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Rancho Anonal,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Río de Chicle,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Río de Hielo,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Río de Milpa,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Río San Juan,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Santa Rita,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Santiago Tlazoyaltepec,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Tierra Caliente,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Tierra Colorada,Santiago Tlazoyaltepec,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
La Junta,Santiago Yolomecatl,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Nduadavi,Santiago Yolomecatl,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Nduatindoo,Santiago Yolomecatl,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Nduayute,Santiago Yolomecatl,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Río Negro (Totoyu),Santiago Yolomecatl,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Santiago Yolomecatl,Santiago Yolomecatl,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Alacrán,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Atalaya,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Buena Vista,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Cabandihui,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Cabecera de Cañada,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Cañada de Galicia,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Chandilly,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Cuajilotes (Guanacaste),Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
El Sabino,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Imperio,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Imperio Dos,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
La Cascada,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
La Pista,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Lázaro Cárdenas,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Plumas,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Primavera,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Rancho Alegre,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
San Miguel Ixcatlán,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Santa Catarina Cuanana,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Santiago Yosondúa,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Sector Cuatro,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Vergel,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Yerba Santa,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Yolotepec de la Paz,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Yucujiyo,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Yucumagñu,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Yucuya,Santiago Yosondúa,Oaxaca,sa’an sau,[sãʔã sau],mixteco de Yosondúa
Santa Rosa de Juárez,Santiago Yucuyachi,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Santiago Yucuyachi,Santiago Yucuyachi,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Cruz Roja,Santo Domingo Ixcatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
El Porvenir,Santo Domingo Ixcatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
El Progreso,Santo Domingo Ixcatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
El Rosario,Santo Domingo Ixcatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Santo Domingo,Santo Domingo Ixcatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Santo Domingo Ixcatlán,Santo Domingo Ixcatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Tierra Blanca,Santo Domingo Ixcatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Arroyo de Ceniza (Loma del Palmar),Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cañada de Alba,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cañada de Alba (Ladera de Pájaro),Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cañada de Chiquihuite,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cañada de Flor,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cañada de Iglesia,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cerro Boludo,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cerro Ceja,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cerro de Buenavista (Loma Piedra Blanca),Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cerro de Golondrina,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cerro de León,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cerro de Metate (Loma Metate),Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cerro de Neblina,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cerro Machin,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cerro Negro,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cerro Silla,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cerro Verde,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cerro Verde (Río Verde),Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Chinapa,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
El Oro,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
El Porvenir,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
El Sabinal,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Joya de Corral,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Joya de Infierno (Ladera del Infierno),Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Joya de Mazorca,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Joya del Paredón Viejo (Ladera de Tambor),Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
La Flecha (La Carbonera),Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
La Muralla (Loma de Muralla),Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Ladera de Ardilla,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Ladera de Jazmín,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Ladera del Río Garza,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Llano de Aguacatal,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Llano de Ayuca,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Loma de Águila (Loma de Palma),Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Loma de Arco Iris,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Loma de Carrizal,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Loma de Conejo,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Loma de Montura,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Loma de Pipal,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Loma de Tierra Blanca,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Loma de Tierra Blanca (Loma de Peral),Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Loma Grande (Ladera de Estaca),Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Loma Timbre,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Mogote de Piedra,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Ojo de Agua,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Portillo Chivato,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Río Águila (Río de Enmedio),Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Río Blanco,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Río Chinapa,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Río Comal,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Río Estaca,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Río Garza,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Río Hormiga,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Río León,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Río Mazorca,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Río Plaza,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Río Quebrado,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Río Trementina,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Santo Domingo Nuxaá,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Tres Vistas,Santo Domingo Nuxaá,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Cahuatichi,Santo Domingo Tonalá,Oaxaca,to’on nda’vi,[tõʔõ ndaʔβi],mixteco de Santo Domingo Tonalá
Cañada Tepexquixtle,Santo Domingo Tonalá,Oaxaca,to’on nda’vi,[tõʔõ ndaʔβi],mixteco de Santo Domingo Tonalá
El Mezquite,Santo Domingo Tonalá,Oaxaca,to’on nda’vi,[tõʔõ ndaʔβi],mixteco de Santo Domingo Tonalá
Llano de Cahuatichi,Santo Domingo Tonalá,Oaxaca,to’on nda’vi,[tõʔõ ndaʔβi],mixteco de Santo Domingo Tonalá
Los Arcos (Rancho los Arcos),Santo Domingo Tonalá,Oaxaca,to’on nda’vi,[tõʔõ ndaʔβi],mixteco de Santo Domingo Tonalá
Natividad,Santo Domingo Tonalá,Oaxaca,to’on nda’vi,[tõʔõ ndaʔβi],mixteco de Santo Domingo Tonalá
San Andrés Sabinillo,Santo Domingo Tonalá,Oaxaca,to’on nda’vi,[tõʔõ ndaʔβi],mixteco de Santo Domingo Tonalá
San Isidro Laguna Seca,Santo Domingo Tonalá,Oaxaca,to’on nda’vi,[tõʔõ ndaʔβi],mixteco de Santo Domingo Tonalá
San Juan Reyes,Santo Domingo Tonalá,Oaxaca,to’on nda’vi,[tõʔõ ndaʔβi],mixteco de Santo Domingo Tonalá
San Sebastián del Monte,Santo Domingo Tonalá,Oaxaca,to’on nda’vi,[tõʔõ ndaʔβi],mixteco de Santo Domingo Tonalá
Santo Domingo Tonalá,Santo Domingo Tonalá,Oaxaca,to’on nda’vi,[tõʔõ ndaʔβi],mixteco de Santo Domingo Tonalá
Yetla de Juárez,Santo Domingo Tonalá,Oaxaca,to’on nda’vi,[tõʔõ ndaʔβi],mixteco de Santo Domingo Tonalá
Cerro de Sol,Santo Domingo Tonaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noreste bajo
Deque Inu (Cabeza de Cigarro),Santo Domingo Tonaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noreste bajo
Dequetoto,Santo Domingo Tonaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noreste bajo
Río Verde,Santo Domingo Tonaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noreste bajo
San Francisco Río Blanco,Santo Domingo Tonaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noreste bajo
Santo Domingo Tonaltepec,Santo Domingo Tonaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noreste bajo
Vista Hermosa,Santo Domingo Tonaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noreste bajo
Yuquini,Santo Domingo Tonaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noreste bajo
Santo Domingo Yanhuitlán,Santo Domingo Yanhuitlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noreste bajo
Tooxi,Santo Domingo Yanhuitlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noreste bajo
Yudayo,Santo Domingo Yanhuitlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noreste bajo
Benito Juárez,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Diecinueve de Abril,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Emiliano Zapata,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Emilio Portes Gil,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Francisco I. Madero,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Francisco Villa,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Genaro V. Vásquez,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Laguna Amarilla,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Lázaro Cárdenas,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Mexicalcingo de los Granados,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Miguel Hidalgo,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Morelos (José María Morelos),Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Nunuma (Ignacio Zaragoza),Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Plan Alemán,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Santo Tomás Ocotepec,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Yuyucu,Santo Tomás Ocotepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Guadalupe Tepejillo,Santos Reyes Tepejillo,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Los López (Familia López),Santos Reyes Tepejillo,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Los Soriano (Familia Soriano),Santos Reyes Tepejillo,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Rancho Yakima,Santos Reyes Tepejillo,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Miguel de Cárdenas,Santos Reyes Tepejillo,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Santos Reyes Tepejillo,Santos Reyes Tepejillo,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Coxcatepec (San Gabriel Coxcatepec),Santos Reyes Yucuná,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
El Cerro Limón,Santos Reyes Yucuná,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
Guadalupe Villahermosa (El Portesuelo),Santos Reyes Yucuná,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
San Francisco de las Flores,Santos Reyes Yucuná,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
