address,author,bibtex_type,booktitle,ca_doctype_trigger,ca_language_trigger,chapter,description,edition,editor,endpage_int,gbid,glottolog_id,google_book_search_id,howpublished,iaid,id,inlg,inlg_code,journal,jsondata,keywords,language_note,macroareas,markup_description,med_index,med_pages,med_type,name,normalizedauthorstring,normalizededitorstring,note,number,organization,ozbib_id,pages,pages_int,pk,publisher,school,series,srctrickle,startpage_int,subject,subject_headings,title,type,url,volume,year,year_int
,"Brugman, Claudia",misc,,,chalcatongo,,The use of body-part terms as locatives in Chalcatongo Mixtec,,,,,,,"En Alice Schlichter, Wallace L. Chafe y Leanne Hinton, editores, Studies in Mesoamerican linguistics, Report no. 4, Survey of California and other Indian languages, Departamento de Lingüística, Universidad de California, Berkeley, California",,309669,English [eng],,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""309669"", ""lgcode"": ""San Miguel El Grande Mixtec [mig] (computerized assignment from \""chalcatongo\"")""}",,"San Miguel El Grande Mixtec [mig] (computerized assignment from ""chalcatongo"")",,,16,0,wordlist_or_less,"Brugman, Claudia 1983",,,,,,,,,60683,,,,otomanguean#Mixtec10,,,,The use of body-part terms as locatives in Chalcatongo Mixtec,,,,1983,1983
,"Brugman, Claudia",misc,,,chalcatongo,,Aspects of Chalcatongo Mixtec Tonal Sandhi,,,,,,,Unpublished ms,,307241,English [eng],,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""307241"", ""lgcode"": ""San Miguel El Grande Mixtec [mig] (computerized assignment from \""chalcatongo\"")""}",,"San Miguel El Grande Mixtec [mig] (computerized assignment from ""chalcatongo"")",,,16,0,wordlist_or_less,"Brugman, Claudia 1986",,,,,,,,,60681,,,,otomanguean#Mixtec11,,,,Aspects of Chalcatongo Mixtec Tonal Sandhi,,,,1986,1986
,"Brown, Becky",misc,,,grande and miguel,,The floating tone in San Miguel el Grande Mixtec,,,,,,,"Ponencia presentada en la I Conferencia de Lingüística del Pacífico, Universidad de Oregon, Eugene, Oregon",,312520,English [eng],,,"{""omnote"": ""[published as Register Theory and the Autosegmental Framework, 1988, Texas Linguistic Forum 29: 23-39.]"", ""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""312520"", ""lgcode"": ""San Miguel El Grande Mixtec [mig] (computerized assignment from \""grande and miguel\"")""}",,"San Miguel El Grande Mixtec [mig] (computerized assignment from ""grande and miguel"")",,,16,0,wordlist_or_less,"Brown, Becky 1985",,,,,,,,,60188,,,,otomanguean#Mixtec9,,,,The floating tone in San Miguel el Grande Mixtec,,,,1985,1985
México,"Briggs, Elinor",book,,,,,Mitla Zapotec grammar,,,,vVzUkwEACAAJ,,,,,116174,English [eng],,,"{""class_loc"": ""PM4549.Z9"", ""macro_area"": ""North America"", ""glottolog_ref_id"": ""116174"", ""document_type"": ""B"", ""mpi_eva_library_shelf"": ""PM 4549 .Z9 BRI 1961"", ""lgcode"": ""Mitla Zapotec [zaw]"", ""guldemann_location"": ""Berlin Iberoamerikanisches Institut Mex ge 1547 ?"", ""sil_id"": ""15430"", ""besttxt"": ""ptxt2\\north_america\\briggs_mitla-zapotec1961_o.txt"", ""hhtype"": ""grammar"", ""src"": ""guldemann, hh, mpieva, sil16, wals"", ""oclc"": ""702443228"", ""fn"": ""north_america\\briggs_mitla-zapotec1961_o.pdf, north_america\\briggs_mitla-zapotec1961.pdf"", ""country"": ""Mexico [MX]""}",,Mitla Zapotec [zaw],North America,,0,114,grammar,"Briggs, Elinor 1961",,,,,,,iv+110,114,58857,Mexico: Instituto Lingüístico de Verano and Centro de Investigaciones Antropológicas de México,,,"guldemann#601, hh#g:Briggs:Mitla-Zapotec, mpieva#Briggs1961MitlaZap, sil16#15430, wals#769",,Grammatical descriptions [GRD],"Zapotec language–Dialects–Mexico–San Pablo Villa de Mitla, Zapotec language–Grammar, Zapotec language–Dialects–Mexico–San Pablo Villa de Mitla – Zapotec language–Grammar",Mitla Zapotec grammar,,,,1961,1961
,,incollection,Advances in Tagmemics,,,,Downstepping terrace tone in Coatospan Mixtec,,"Brend, Ruth",,,,,,,545462,,,,"{""src"": ""autotyp"", ""macro_area"": ""North America"", ""languageid"": ""2012"", ""glottolog_ref_id"": ""545462"", ""lgcode"": ""Mixtec (Coatzospan) (autotyp: 2012 miz coat1241) = Coatzospan Mixtec [miz]""}",,Mixtec (Coatzospan) (autotyp: 2012 miz coat1241) = Coatzospan Mixtec [miz],North America,,16,0,wordlist_or_less,na 1974,,,,,,,,,58304,,,,autotyp#3810,,,,Downstepping terrace tone in Coatospan Mixtec,,,,1974,1974
,"Bradley, C. Henry",phdthesis,,,,,A linguistic sketch of Mixteco of Jicaltepec,,,,T7XpNAAACAAJ,,,,,99491,English [eng],,,"{""superseded"": ""s:Bradley:Jicaltepec-Mixtec"", ""hhtype"": ""grammar_sketch"", ""glottolog_ref_id"": ""99491"", ""lgcode"": ""Pinotepa Nacional Mixtec [mio]"", ""src"": ""hh, sil16"", ""oclc"": ""702443265"", ""macro_area"": ""North America"", ""sil_id"": ""10304"", ""country"": ""Mexico [MX]""}",,Pinotepa Nacional Mixtec [mio],North America,,1,193,grammar_sketch,"Bradley, C. Henry 1965",,,,,,,vi+187,193,56790,,Ithaca: Cornell University,,"hh#s:Bradley:Jicaltepec-Mixtec:1965, sil16#10304",,Grammatical descriptions [GRD],,A linguistic sketch of Mixteco of Jicaltepec,,,,1965,1965
Dallas,"Bradley, C. Henry",book,,,,,A linguistic sketch of Jicaltepec Mixtec,Microfiche ed.,,,rLiEAAAAIAAJ,,,,,48857,English [eng],,,"{""cfn"": ""north_america\\bradley_jicaltepec1970_o.pdf"", ""class_loc"": ""PM4016.Z9"", ""besttxt"": ""ptxt2\\north_america\\bradley_jicaltepec1970_o.txt"", ""hhtype"": ""grammar_sketch"", ""glottolog_ref_id"": ""48857"", ""document_type"": ""2 MF"", ""oclc"": ""697755077"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""asjp_name"": ""Mixtec (Pinotepa Nacional)"", ""sil_id"": ""10305"", ""lgcode"": ""Pinotepa Nacional Mixtec [mio]"", ""delivered"": ""north_america\\bradley_jicaltepec1970_o.pdf"", ""src"": ""asjp2010, hh, mpieva, otomanguean, sil16, wals"", ""mpifn"": ""jicaltepec_bradley1970_o.pdf"", ""fn"": ""north_america\\bradley_jicaltepec-mixtec1970.pdf, north_america\\bradley_jicaltepec1970_o.pdf, north_america\\bradley_jicaltepec1970v2_o.pdf, north_america/bradley_jicaltepec1970_o.pdf"", ""country"": ""Mexico [MX]""}",,Pinotepa Nacional Mixtec [mio],North America,,1,97,grammar_sketch,"Bradley, C. Henry 1970",,,,,,,97,97,56763,Norman: Summer Institute of Linguistics of the University of Oklahoma,,Summer Institute of Linguistics Publications in Linguistics and Related Fields,"asjp2010#4338, hh#s:Bradley:Jicaltepec-Mixtec, mpieva#Bradley1970Alinguis, otomanguean#Mixtec1, sil16#10305, wals#725",,Grammatical descriptions [GRD],"Mixtec language–Dialects–Jicaltepec, Oaxaca, Mexico, Mixtec language–Grammar, Mixtec language–Dialects–Jicaltepec, Oaxaca, Mexico – Mixtec language–Grammar",A linguistic sketch of Jicaltepec Mixtec,,"http://www.sil.org/acpub/repository/10305_front.pdf,http://www.sil.org/acpub/repository/10305.pdf",25,1970,1970
Dallas,"Hollenbach, Barbara E. and Bradley, C. Henry",book,,syntax,,,Studies in the syntax of Mixtecan languages 4,,,,MeAuAAAAYAAJ,,,,,55566,English [eng],,,"{""hhtype"": ""grammar (computerized assignment from \""syntax\"")"", ""glottolog_ref_id"": ""55566"", ""lgcode"": ""Yosond\u00faa Mixtec [mpm], Copala Triqui [trc]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""sil_id"": ""32232"", ""country"": ""Mexico [MX]""}",,"Yosondúa Mixtec [mpm], Copala Triqui [trc]",North America,,0,220,grammar,"Hollenbach, Barbara E. and Bradley, C. Henry 1992",,,,,,,ix+431,440,56673,Summer Institute of Linguistics and the University of Texas at Arlington,,Summer Institute of Linguistics and the University of Texas at Arlington Publications in Linguistics,sil16#32232,,Syntax [STX],,Studies in the syntax of Mixtecan languages 4,,"http://www.sil.org/acpub/repository/32232_front.pdf, http://www.sil.org/acpub/repository/32232.pdf",111,1992,1992
Dallas,"Hollenbach, Barbara E. and Bradley, C. Henry",book,,syntax,,,Studies in the syntax of Mixtecan languages 2,,,,MeAuAAAAYAAJ,,,,,55568,English [eng],,,"{""hhtype"": ""grammar (computerized assignment from \""syntax\"")"", ""glottolog_ref_id"": ""55568"", ""lgcode"": ""Ayutla Mixtec [miy], Coatzospan Mixtec [miz]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""sil_id"": ""23962"", ""country"": ""Mexico [MX]""}",,"Ayutla Mixtec [miy], Coatzospan Mixtec [miz]",North America,,0,244,grammar,"Hollenbach, Barbara E. and Bradley, C. Henry 1990",,,,,,,ix+479,488,56672,Summer Institute of Linguistics and the University of Texas at Arlington,,Summer Institute of Linguistics and the University of Texas at Arlington Publications in Linguistics,sil16#23962,,Syntax [STX],,Studies in the syntax of Mixtecan languages 2,,"http://www.sil.org/acpub/repository/23962_front.pdf, http://www.sil.org/acpub/repository/23962.pdf",90,1990,1990
,"Bowen, Michael Andrew Villas Boas",mastersthesis,,,,,Narrative strategies in Ixpantepec-Nieves Mixtec,,,,,,,,,318434,English [eng],,,"{""cfn"": ""north_america\\bowen_ixpantepec-nieves-mixtec2010_s.pdf"", ""hhtype"": ""specific_feature"", ""delivered"": ""north_america\\bowen_ixpantepec-nieves-mixtec2010_s.pdf"", ""glottolog_ref_id"": ""318434"", ""lgcode"": ""Ixpantepex-Nieves = Silacayoapan [mks]"", ""src"": ""hh"", ""oclc"": ""681967313"", ""macro_area"": ""North America"", ""fn"": ""north_america\\bowen_ixpantepec-nieves-mixtec2010_s.pdf"", ""besttxt"": ""ptxt2\\north_america\\bowen_ixpantepec-nieves-mixtec2010_s.txt""}",,Ixpantepex-Nieves = Silacayoapan [mks],North America,,3,117,phonology_or_text,"Bowen, Michael Andrew Villas Boas 2010",,,,,,,ix+108,117,55990,,San Diego State University,,hh#typ:Bowen:Ixpantepec-Nieves-Mixtec,,,,Narrative strategies in Ixpantepec-Nieves Mixtec,,,,2010,2010
,"Marlett, Stephen A. and Bickford, J. Albert",article,,,,,The semantics and morphology of Mixtec mood and aspect,,,,,,,,,10248,English [eng],,"Work Papers of the Summer Institute of Linguistics, University of North Dakota","{""sil_id"": ""22098"", ""glottolog_ref_id"": ""10248"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy], Southwestern Tlaxiaco Mixtec [meh], Tezoatl\u00e1n Mixtec [mxb]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,"Southeastern Nochixtlán Mixtec [mxy], Southwestern Tlaxiaco Mixtec [meh], Tezoatlán Mixtec [mxb]",North America,,16,13,wordlist_or_less,"Marlett, Stephen A. and Bickford, J. Albert 1988",,,,,,,1-39,39,47469,,,,sil16#22098,,"Mood (grammatical) [MDG], Aspect [ASP]",,The semantics and morphology of Mixtec mood and aspect,,,32,1988,1988
Oaxaca,"Belmar, Francisco",incollection,Investigaciones sobre la lengua Chatina,,,,Dialectos,,,,,,,,,474682,Spanish [spa],,,"{""hhtype"": ""wordlist"", ""besttxt"": ""ptxt2\\north_america\\belmar_chatina1902v2_o.txt"", ""glottolog_ref_id"": ""474682"", ""lgcode"": ""Juquila (apparently an Eastern Chatino topolect), Zenzontepec = Chatino-Zenzontepec [czn], Teojomulco = Teojomulco Chatino [NOCODE_Teojomulco-Chatino], Tututepec = Mixtec-Tututepec [mtu], San Gabriel Mixtepec Zapotec = Santa Mar\u00eda Coatl\u00e1n Zapotec = Santa Mar\u00eda Coatl\u00e1n [zps]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""fn"": ""north_america\\belmar_chatina1902v2_o.pdf, north_america\\belmar_chatina-dialectos1902_o.pdf, north_america\\belmar_chatina1902_o.pdf, north_america\\belmar_chatina-dialectos1902.pdf""}",,"Juquila (apparently an Eastern Chatino topolect), Zenzontepec = Chatino-Zenzontepec [czn], Teojomulco = Teojomulco Chatino [NOCODE_Teojomulco-Chatino], Tututepec = Mixtec-Tututepec [mtu], San Gabriel Mixtepec Zapotec = Santa María Coatlán Zapotec = Santa María Coatlán [zps]",North America,,7,2,wordlist_or_less,"Belmar, Francisco 1902",,,,,,,12-19,8,42943,Imprenta del Comercio,,,hh#w:Belmar:Chatina-Dialectos,,,,Dialectos,,,,1902,1902
,,incollection,Studies in the Syntax of Mixtecan Languages,sketch,,,A Syntactic Sketch of Yosondúa Mixtec,,"Bradley, C.H.& Hollenbach, B.E.",,,,,,,546768,English [eng],,,"{""hhtype"": ""grammar_sketch (computerized assignment from \""sketch\"")"", ""languageid"": ""2066"", ""glottolog_ref_id"": ""546768"", ""lgcode"": ""Mixtec (Yosond\u00faa) (autotyp: 2066 mpm yoso1239) = Yosond\u00faa Mixtec [mpm]"", ""src"": ""autotyp"", ""macro_area"": ""North America""}",,Mixtec (Yosondúa) (autotyp: 2066 mpm yoso1239) = Yosondúa Mixtec [mpm],North America,,1,0,grammar_sketch,na 1992,,,,,,,,,40614,,,,autotyp#2897,,,,A Syntactic Sketch of Yosondúa Mixtec,,,,1992,1992
México,Steven Egland and Doris Bartholomew and Saúl Cruz Ramos,book,,,,,La inteligibilidad interdialectal en México: resultados de algunos sondeos,,,,,,,,,309187,Spanish [spa],,,"{""cfn"": ""north_america\\egland_inteligibilidad-mexico1983.pdf"", ""hhtype"": ""overview;dialectology"", ""delivered"": ""north_america\\egland_inteligibilidad-mexico1983.pdf"", ""glottolog_ref_id"": ""309187"", ""lgcode"": ""Western Sola de Vega = Amoltepec Mixtec [mbz], Yololtepec geographically matches Tacahua Mixtec [xtt]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""fn"": ""north_america\\egland_inteligibilidad-mexico1983.pdf, north_america\\egland_inteligibilidad-mexico1983_o.pdf"", ""besttxt"": ""ptxt2\\north_america\\egland_inteligibilidad-mexico1983_o.txt""}",,"Western Sola de Vega = Amoltepec Mixtec [mbz], Yololtepec geographically matches Tacahua Mixtec [xtt]",North America,,11,23,wordlist_or_less,Steven Egland and Doris Bartholomew and Saúl Cruz Ramos 1983,,,,,,,92,92,38341,ILV,,,hh#hdial:Eglandetal:Mexico,,,,La inteligibilidad interdialectal en México: resultados de algunos sondeos,,,,1983,1983
,"Reyes Bautista, Gabina and Paula Feria Barrios",book,,,nuu and savi,,"Tutu sa=an nuu savi[;] Mi libro mixteco: primer grado, Tlaxiaco Este, Oaxaca",,,,,,,,,308266,English [eng],,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""308266"", ""lgcode"": ""Mixtepec Mixtec [mix] (computerized assignment from \""nuu and savi\"")""}",,"Mixtepec Mixtec [mix] (computerized assignment from ""nuu and savi"")",,,16,103,wordlist_or_less,"Reyes Bautista, Gabina and Paula Feria Barrios 1985",,,,,,,103,103,37970,"Secretaría de Educación Pública, México",,,otomanguean#Mixtec296,,,,"Tutu sa=an nuu savi[;] Mi libro mixteco: primer grado, Tlaxiaco Este, Oaxaca",,,,1985,1985
,"Reyes Bautista, Gabina and Paula Feria Barrios",book,,,tlaxiaco,,"Manual para la enseñanza de lecto-escritura en lengua mixteca, Tlaxiaco Este, Oaxaca",,,,,,,,,309733,Spanish [spa],,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""309733"", ""lgcode"": ""Northern Tlaxiaco Mixtec [xtn] (computerized assignment from \""tlaxiaco\"")""}",,"Northern Tlaxiaco Mixtec [xtn] (computerized assignment from ""tlaxiaco"")",,,16,103,wordlist_or_less,"Reyes Bautista, Gabina and Paula Feria Barrios 1985",,,,,,,103,103,37969,"Secretaría de Educación Pública, México",,,otomanguean#Mixtec295,,,,"Manual para la enseñanza de lecto-escritura en lengua mixteca, Tlaxiaco Este, Oaxaca",,,,1985,1985
,Salvador Salazar Santiago and Juan Pérez Pérez and Dale Eugene Barkley and Leanne Frantz de Barkley,misc,,,,,¡Na ka'vi o dañudavi! (¡Vamos a leer mixteco!): Mixteco de San Juan Teita,4,,,,,,Mexico: ILV,,110782,,,,"{""hhtype"": ""minimal"", ""glottolog_ref_id"": ""110782"", ""lgcode"": ""San Juan Teita Mixtec [xtj]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""sil_id"": ""48202"", ""country"": ""Mexico [MX]""}",,San Juan Teita Mixtec [xtj],North America,,9,55,wordlist_or_less,Salvador Salazar Santiago and Juan Pérez Pérez and Dale Eugene Barkley and Leanne Frantz de Barkley 2007,,,,,,,55,55,37270,,,,hh#ld:Salazar:Mixteco-San-Juan-Teita,,Transition primers [Ztrprm],,¡Na ka'vi o dañudavi! (¡Vamos a leer mixteco!): Mixteco de San Juan Teita,,http://www.sil.org/mexico/mixteca/teita/L111-VamosLeer-xtj.htm,,2007,2007
,"Anderson, Lynn",book,,,,,"Vocabulario de palabras que se relacionan con el maíz en Mixteco de Alacatlatzala, Guerrero",,,,,,,,,32776,Spanish [spa],,,"{""cfn"": ""north_america\\marlett_mixteco2006_s.pdf"", ""glottolog_ref_id"": ""32776"", ""lgcode"": ""Alacatlatzala Mixtec [mim]"", ""oclc"": ""702395258"", ""macro_area"": ""North America"", ""besttxt"": ""ptxt2\\north_america\\marlett_mixteco2006_s.txt"", ""sil_id"": ""42270"", ""delivered"": ""north_america\\marlett_mixteco2006_s.pdf"", ""hhtype"": ""minimal"", ""src"": ""hh, sil16"", ""fn"": ""north_america\\marlett_mixteco2006_s.pdf"", ""country"": ""Mexico [MX]""}",,Alacatlatzala Mixtec [mim],North America,,9,96,wordlist_or_less,"Anderson, Lynn 2001",,,(No̱o̱ tutu yó'o va̱xi to̱'on ña ká'a̱n xa̱'a̱ ndá chiño kísa yó xí'ín no̱ni̱),,,,96,96,26164,"Mexico, D.F.",,,"hh#ld:Anderson:Mixteco-Alacatlatzala, sil16#42270",,Dictionaries and vocabularies [DAV],,"Vocabulario de palabras que se relacionan con el maíz en Mixteco de Alacatlatzala, Guerrero",,http://www.sil.org/mexico/mixteca/alacatlatzala/L055-VocabMaiz-mim.htm,,2001,2001
,"Anderson, Lynn",book,,vocabulario,,,"Vocabulario de los verbos de movimiento y de carga, Mixteco - Español",,,,,,,,,24949,Spanish [spa],,,"{""hhtype"": ""wordlist (computerized assignment from \""vocabulario\"")"", ""glottolog_ref_id"": ""24949"", ""lgcode"": ""Alacatlatzala Mixtec [mim]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""sil_id"": ""42766"", ""country"": ""Mexico [MX]""}",,Alacatlatzala Mixtec [mim],North America,,7,0,wordlist_or_less,"Anderson, Lynn 2001",,,,,,,,,26115,"Mexico, D",,,sil16#42766,,Dictionaries and vocabularies [DAV],,"Vocabulario de los verbos de movimiento y de carga, Mixteco - Español",,,,2001,2001
Mexico,"Anderson, Lynn",book,,vocabulario,,,"Vocabulario de los verbos de movimiento y de carga, Mixteco-Español, Alacatlatzala, Guerrero: Alfabeto mixteco, notas gramaticales, cuadros de los verbos de movimiento y de llegada y oraciones ejemplificativas",,,,,,,,,66052,Spanish [spa],,,"{""hhtype"": ""wordlist (computerized assignment from \""vocabulario\"")"", ""glottolog_ref_id"": ""66052"", ""lgcode"": ""Alacatlatzala Mixtec [mim]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""sil_id"": ""38960"", ""country"": ""Mexico [MX]""}",,Alacatlatzala Mixtec [mim],North America,,7,24,wordlist_or_less,"Anderson, Lynn 1998",,,,,,,x+14,24,25999,Instituto Lingüístico de Verano,,,sil16#38960,,Vocabularies and phrase books [VOC],,"Vocabulario de los verbos de movimiento y de carga, Mixteco-Español, Alacatlatzala, Guerrero: Alfabeto mixteco, notas gramaticales, cuadros de los verbos de movimiento y de llegada y oraciones ejemplificativas",,http://www.sil.org/mexico/mixteca/alacatlatzala/P001-Vocab-MIM.htm,,1998,1998
,"Anderson, Lynn",article,,,,,You can say that again: Repetition in Alacatlatzala Mixtec,,,,,,,,,118403,,,SIL Mexico Workpapers,"{""sil_id"": ""34863"", ""glottolog_ref_id"": ""118403"", ""lgcode"": ""Alacatlatzala Mixtec [mim]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Alacatlatzala Mixtec [mim],North America,,16,16,wordlist_or_less,"Anderson, Lynn 1993",,,,,,,38-53,16,25964,,,,sil16#34863,,Discourse structure [DST],,You can say that again: Repetition in Alacatlatzala Mixtec,,,10,1993,1993
México,"de Alvarado, Francisco",book,,,,,Vocabulario en lengua mixteca,,,,DJo6AQAAMAAJ,,,,,319008,Spanish [spa],,,"{""hhtype"": ""dictionary"", ""glottolog_ref_id"": ""319008"", ""lgcode"": ""Mainly Teposcolula perhaps Diuxi-Tilantongo Mixtec [xtd]"", ""src"": ""hh"", ""oclc"": ""475120008"", ""macro_area"": ""North America""}",,Mainly Teposcolula perhaps Diuxi-Tilantongo Mixtec [xtd],North America,,2,408,phonology_or_text,"de Alvarado, Francisco 1962",,,,,,,408,408,24276,INAH,,,hh#d:deAlvarado:Mixteca:1962,,,,Vocabulario en lengua mixteca,,,,1962,1962
México,"de Alvarado, Francisco",book,,,,,Vocabulario en lengua misteca,,,,hWVRMwEACAAJ,,,,,314511,Spanish [spa],,,"{""hhtype"": ""dictionary"", ""besttxt"": ""ptxt2\\north_america\\dealvarado_misteca1603_o.txt"", ""glottolog_ref_id"": ""314511"", ""lgcode"": ""Mainly Teposcolula perhaps Diuxi-Tilantongo Mixtec [xtd]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""fn"": ""north_america\\dealvarado_misteca1603_o.pdf, north_america\\dealvarado_misteca1603.pdf""}",,Mainly Teposcolula perhaps Diuxi-Tilantongo Mixtec [xtd],North America,,2,456,phonology_or_text,"de Alvarado, Francisco 1603",,,,,,,456,456,24275,Pedro Balli,,,hh#d:deAlvarado:Misteca,,,,Vocabulario en lengua misteca,,,,1603,1603
México,"Alexander, Ruth Mari",book,,gramatica,,,Gramática Mixteca de Atatlahuca Gramática Yuhu Sasau Jee Cahan Nayuu San Esteban Atatlahuca,,,,,,,,,141343,Spanish [spa],,,"{""class_loc"": ""PM4016"", ""hhtype"": ""grammar (computerized assignment from \""gramatica\"")"", ""isbn"": ""9789683101204"", ""document_type"": ""B"", ""glottolog_ref_id"": ""141343"", ""lgcode"": ""Atatl\u00e1huca Mixtec [mib]"", ""src"": ""mpieva"", ""mpi_eva_library_shelf"": ""PM 4016 ALE 1986"", ""macro_area"": ""North America""}",,Atatláhuca Mixtec [mib],North America,,0,264,grammar,"Alexander, Ruth Mari 1986",,,,,,,viii+256,264,22603,Instituto Lingüístico de Verano,,Gramáticas de Lenguas Indígenas de México,mpieva#Alexander1986Gramatic,,,"Mixtec language–Grammar, Mixtec language–Dialects–Mexico–San Esteban Atatlahuca, Mixtec language–Grammar – Mixtec language–Dialects–Mexico–San Esteban Atatlahuca",Gramática Mixteca de Atatlahuca Gramática Yuhu Sasau Jee Cahan Nayuu San Esteban Atatlahuca,,,2,1986,1986
Mexico,"Alexander, Ruth Mary",book,,,,,Gramática mixteca de Atatláhuca (Gramática yuhu sasau jee cahan ñayuu San Esteban Atatláhuca),,,,,,,,,141348,Spanish [spa],,,"{""cfn"": ""north_america\\alexander_mixteca-atatlahuca1980_o.pdf"", ""glottolog_ref_id"": ""141348"", ""lgcode"": ""Atatl\u00e1huca Mixtec [mib]"", ""oclc"": ""702394635"", ""macro_area"": ""North America"", ""besttxt"": ""ptxt2\\north_america\\alexander_mixteca-atatlahuca1980_o.txt"", ""sil_id"": ""15271"", ""isbn"": ""9789683101204"", ""delivered"": ""north_america\\alexander_mixteca-atatlahuca1980_o.pdf"", ""hhtype"": ""grammar"", ""src"": ""hh, sil16"", ""fn"": ""north_america\\alexander_mixteca-atatlahuca1980.pdf, north_america\\alexander_mixteca-atatlahuca1980_o.pdf"", ""country"": ""Mexico [MX]""}",,Atatláhuca Mixtec [mib],North America,,0,264,grammar,"Alexander, Ruth Mary 1980",,,,,,,viii+256,264,22602,Instituto Lingüístico de Verano,,Gramáticas de Lenguas Indígenas de México,"hh#g:Alexander:Mixteca-Atatlahuca, sil16#15271",,Pedagogical grammars [PED],,Gramática mixteca de Atatláhuca (Gramática yuhu sasau jee cahan ñayuu San Esteban Atatláhuca),,,2,1980,1980
Dallas,"Alexander, Ruth Mary",incollection,Studies in the syntax of Mixtecan languages 1,,,,A syntactic sketch of Ocotepec Mixtec,,C. Henry Bradley and Barbara E. Hollenbach,,,,,,,107379,English [eng],,,"{""cfn"": ""north_america\\alexander_ocotepec-mixtec1988_o.pdf"", ""sil_id"": ""21636"", ""hhtype"": ""grammar"", ""delivered"": ""north_america\\alexander_ocotepec-mixtec1988_o.pdf"", ""glottolog_ref_id"": ""107379"", ""lgcode"": ""Ocotepec Mixtec [mie]"", ""src"": ""hh, sil16, wals"", ""macro_area"": ""North America"", ""besttxt"": ""ptxt2\\north_america\\alexander_ocotepec-mixtec1988_o.txt"", ""fn"": ""north_america\\alexander_ocotepec-mixtec1988_o.pdf, north_america\\bradley-hollenbach_mixtecan1988_o.pdf"", ""country"": ""Mexico [MX]""}",,Ocotepec Mixtec [mie],North America,,0,154,grammar,"Alexander, Ruth Mary 1988",,,,,,,151-304,154,22596,Summer Institute of Linguistics and the University of Texas at Arlington,,Summer Institute of Linguistics Publications in Linguistics,"hh#g:Alexander:Ocotepec-Mixtec, sil16#21636, wals#117",,"Grammatical descriptions [GRD], Syntax [STX]",,A syntactic sketch of Ocotepec Mixtec,,http://www.sil.org/acpub/repository/21636.pdf,83,1988,1988
"México, D. F.","Alexander, Ruth Mary",book,,gramatica,,,Gramatica mixteca de Atatlahuca,,,,a90uAAAAYAAJ,,,,,39518,,,,"{""src"": ""wals"", ""hhtype"": ""grammar (computerized assignment from \""gramatica\"")"", ""macro_area"": ""North America"", ""glottolog_ref_id"": ""39518"", ""lgcode"": ""Atatl\u00e1huca Mixtec [mib]""}",,Atatláhuca Mixtec [mib],North America,,0,0,grammar,"Alexander, Ruth Mary 1980",,,,,,,,,22590,Instituto Lingüístico de Verano,,Serie de gramáticas de lenguas indígenas de México,wals#116,,,,Gramatica mixteca de Atatlahuca,,,2,1980,1980
,"Mak, Cornelia and Ruth Mary Alexander",book,,,conejo,,"Uni cuentu lejo (Tres cuentos del conejo). Instituto Lingüístico de Verano, México",,,,,,,,,313769,,,,"{""omnote"": ""[mixteco de Ocotepec]"", ""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""313769"", ""lgcode"": ""Metlat\u00f3noc Mixtec [mxv] (computerized assignment from \""conejo\"")""}",,"Metlatónoc Mixtec [mxv] (computerized assignment from ""conejo"")",,,16,11,wordlist_or_less,"Mak, Cornelia and Ruth Mary Alexander 1954",,,,,,,11,11,22550,"Revisado anónimamente como Uu cuento lejo (Dos cuentos de conejos), Instituto Lingüístico de Verano, México",,7 pp,otomanguean#Mixtec201,,,,"Uni cuentu lejo (Tres cuentos del conejo). Instituto Lingüístico de Verano, México",,,,1954,1954
