ID	Village_Name	Village_Name_Alternative	Family	Subgroup	Municipality	State	Latitude	Longitude	ISO639P3code	Glottocode	Glottolog_Name	Glottolog_Level	Glottolog_Super	Glottolog_Subgroup	Glottolog_Latitude	Glottolog_Longitude	josserand_group	Josserand_Subgroup	Josserand_Code	Inali_Subgroup	Inali_Endonym_Ort	Inali_Endonym_Ipa	Egland_Name	Egland_Perc	Egland_Level	Egland_Super	Mtree_Name	Mtree_Code	Mtree_Codealt	Mtree_Latitude	Mtree_Longitude	Mtree_Comments	Coordinate_Comparison	CLDF_Name	Village_Name_Normalized	Comments
	San José Texcalapa				Petlalcingo	Puebla														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												SanJoseTexcalapa	san jose texcalapa	
	San José Tres Lagunas				Santiago Tilantongo	Oaxaca														mixteco del este central	tnu’un dau	[tnũʔũ ðau]												SanJoseTresLagunas	san jose tres lagunas	
	San José Xochixtlán				San Martín Itunyoso	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												SanJoseXochixtlan	san jose xochixtlan	
	San José Yatandoyo				Santa Cruz Nundaco	Oaxaca														mixteco del suroeste central	tu’un savi	[tũʔũ saβi]												SanJoseYatandoyo	san jose yatandoyo	
	San José Yosocaño				Constancia de Rosario	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												SanJoseYosocano	san jose yosocano	
	San José Yutatuyaa (Yutatuyaa Jicayán)				San Pedro Jicayán	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												SanJoseYutatuyaaYutatuyaaJicayan	san jose yutatuyaa (yutatuyaa jicayan)	
	San Juan Bautista Coixtlahuaca				San Juan Bautista Coixtlahuaca	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												SanJuanBautistaCoixtlahuaca	san juan bautista coixtlahuaca	
	San Juan Bautista Cuicatlán				San Juan Bautista Cuicatlán	Oaxaca														mixteco de Cañada bajo	tu’un savi	[tũʔũ saβi]												SanJuanBautistaCuicatlan	san juan bautista cuicatlan	
	San Juan Bautista la Raya				Santa Cruz Xoxocotlán	Oaxaca														mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]												SanJuanBautistalaRaya	san juan bautista la raya	
	San Juan Bautista Tlachichilco				San Juan Bautista Tlachichilco	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanJuanBautistaTlachichilco	san juan bautista tlachichilco	
	San Juan Cacahuatepec				San Juan Cacahuatepec	Oaxaca														mixteco de Sierra sur oeste	tu’un va’a	[tũʔũ vaʔa]												SanJuanCacahuatepec	san juan cacahuatepec	
	San Juan Cahuayaxi				San Juan Mixtepec	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												SanJuanCahuayaxi	san juan cahuayaxi	
	San Juan Coatzóspam				San Juan Coatzóspam	Oaxaca														mixteco de Coatzóspam	tu’un davi	[tũʔũ ðaβi]												SanJuanCoatzospam	san juan coatzospam	
	San Juan Copala				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanJuanCopala	san juan copala	
	San Juan Coyula				San Juan Bautista Cuicatlán	Oaxaca														mixteco de Cañada bajo	tu’un savi	[tũʔũ saβi]												SanJuanCoyula	san juan coyula	
	San Juan Cuitito				Tezoatlán de Segura y Luna	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanJuanCuitito	san juan cuitito	
	San Juan de los Llanos				Igualapa	Guerrero														mixteco de Igualapa	tu’un Isasi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ saβi]												SanJuanlosLlanos	san juan de los llanos	
	San Juan del Reparo (San Juan del Reparo Norte)				Juan R. Escudero	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												SanJuanReparoSanJuanReparoNorte	san juan del reparo (san juan del reparo norte)	
	San Juan del Río				San Martín Peras	Oaxaca														mixteco del oeste	to’on savi	[tõʔõ saβi]												SanJuanRio	san juan del rio	
	San Juan del Río				Magdalena Peñasco	Oaxaca														mixteco central	tu’un savi	[tũʔũ saβi]												SanJuanRio	san juan del rio	
	San Juan Diquiyú				Tezoatlán de Segura y Luna	Oaxaca														mixteco del noroeste central bajo	tu’un javi	[tũʔũ xaβi]												SanJuanDiquiyu	san juan diquiyu	
	San Juan Frontera				Santiago Chazumba	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												SanJuanFrontera	san juan frontera	
	San Juan Huaxtepec				Silacayoapam	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanJuanHuaxtepec	san juan huaxtepec	
	San Juan Ihualtepec				San Juan Ihualtepec	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanJuanIhualtepec	san juan ihualtepec	
	San Juan Ixtaltepec				San Pedro Coxcaltepec Cántaros	Oaxaca														mixteco del este	tu’un davi	[tũʔũ ðaβi]												SanJuanIxtaltepec	san juan ixtaltepec	
	San Juan Jicayán				San Pedro Jicayán	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												SanJuanJicayan	san juan jicayan	
	San Juan la Lima				Mesones Hidalgo	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												SanJuanlaLima	san juan la lima	
	San Juan Monte Flor				San Juan Tamazola	Oaxaca														mixteco de San Juan Tamazola	tnu’un davi	[tnũʔũ ðaβi]												SanJuanMonteFlor	san juan monte flor	
	San Juan Reyes				Santo Domingo Tonalá	Oaxaca														mixteco de Santo Domingo Tonalá	to’on nda’vi	[tõʔõ ndaʔβi]												SanJuanReyes	san juan reyes	
	San Juan Tezoatlán				Santa Lucía Monteverde	Oaxaca														mixteco de Santa Lucía Monteverde	sasau	[sasau]												SanJuanTezoatlan	san juan tezoatlan	
	San Juan Viejo				Santa María Zacatepec	Oaxaca														mixteco de Sierra sur oeste	tu’un va’a	[tũʔũ vaʔa]												SanJuanViejo	san juan viejo	
	San Juan Xochiltepec				San Antonio Huitepec	Oaxaca														mixteco de San Antonio Huitepec	tu’un savi	[tũʔũ saβi]												SanJuanXochiltepec	san juan xochiltepec	
	San Juan Yolotepec				San Pedro y San Pablo Tequixtepec	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												SanJuanYolotepec	san juan yolotepec	
	San Juan Yosocani				San Lorenzo	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												SanJuanYosocani	san juan yosocani	
	San Lorenzo El Zapote				Santiago Amoltepec	Oaxaca														mixteco de Santiago Amoltepec	tnu'u ñuu savi	[tnũʔũ nũʔũ saβi]												SanLorenzoElZapote	san lorenzo el zapote	
	San Lorenzo Manzanal				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanLorenzoManzanal	san lorenzo manzanal	
	San Lorenzo Vista Hermosa				San Miguel Amatitlán	Oaxaca														mixteco del noroeste	tu’un savi	[tũʔũ saβi]												SanLorenzoVistaHermosa	san lorenzo vista hermosa	
	San Lucas				San Juan Mixtepec	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												SanLucas	san lucas	
	San Lucas				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												SanLucas	san lucas	
	San Lucas				Santiago Ixtayutla	Oaxaca														mixteco de Ixtayutla	tu’un savi	[tũʔũ saβi]												SanLucas	san lucas	
	San Lucas Redención				San Pablo Tijaltepec	Oaxaca														mixteco de San Pablo Tijaltepec	tu’un savi	[tũʔũ saβi]												SanLucasRedencion	san lucas redencion	
	San Luis Acatlán				San Luis Acatlán	Guerrero														mixteco de San Luis Acatlán	tu’un savi	[tũʔũ saβi]												SanLuisAcatlan	san luis acatlan	
	San Marcos				San Martín Peras	Oaxaca														mixteco del oeste	to’on savi	[tõʔõ saβi]												SanMarcos	san marcos	
	San Marcos				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												SanMarcos	san marcos	
	San Marcos				San Marcos	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												SanMarcos	san marcos	
	San Marcos Coyul				San Pedro Jicayán	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												SanMarcosCoyul	san marcos coyul	
	San Marcos de Garzón				Tezoatlán de Segura y Luna	Oaxaca														mixteco del noroeste central alto	tu’un djavi	[tũʔũ ?aβi]												SanMarcosGarzon	san marcos de garzon	
	San Marcos Monte de León				Villa de Chilapa de Díaz	Oaxaca														mixteco del norte bajo	tu’un savi	[tũʔũ saβi]												SanMarcosMonteLeon	san marcos monte de leon	
	San Marcos Natividad				San Francisco Tlapancingo	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanMarcosNatividad	san marcos natividad	
	San Marcos Nejapa				Santa María Zacatepec	Oaxaca														mixteco de Sierra sur oeste	tu’un va’a	[tũʔũ vaʔa]												SanMarcosNejapa	san marcos nejapa	
	San Marcos Zochiquilazola				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanMarcosZochiquilazola	san marcos zochiquilazola	
	San Martín				Alcozáuca de Guerrero	Guerrero														mixteco de Guerrero del noreste central	tu’un savi	[tũʔũ saβi]												SanMartin	san martin	
	San Martín				Tlacoachistlahuaca	Guerrero														mixteco de Tlacoachistlahuaca	tu’un savi	[tũʔũ saβi]												SanMartin	san martin	
	San Martín				Pinotepa de Don Luis	Oaxaca														mixteco de Oaxaca de la costa oeste central	tu’un savi ~ se’en savi	[tũʔũ saβi] ~ [seʔen saβi]												SanMartin	san martin	
	San Martín Caballero				Santa Ana Cuauhtémoc	Oaxaca														mixteco de Cañada central	tu’un savi	[tũʔũ saβi]												SanMartinCaballero	san martin caballero	
	San Martín de las Palmas				Santiago Tilantongo	Oaxaca														mixteco del este central	tnu’un dau	[tnũʔũ ðau]												SanMartinlasPalmas	san martin de las palmas	
	San Martín del Río				Tezoatlán de Segura y Luna	Oaxaca														mixteco del noroeste medio	dedavi ~ tu’un savi	[dedaβi] ~ [tũʔũ saβi]												SanMartinRio	san martin del rio	
	San Martín Itunyoso				San Martín Itunyoso	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												SanMartinItunyoso	san martin itunyoso	
	San Martín Rancho Nuevo				San Pedro Atoyac	Oaxaca														mixteco de Oaxaca de costa central baja	tu’un savi	[tũʔũ saβi]												SanMartinRanchoNuevo	san martin rancho nuevo	
	San Martín Sabinillo				San Miguel Tlacotepec	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanMartinSabinillo	san martin sabinillo	
	San Martín Yuku Xaqui				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												SanMartinYukuXaqui	san martin yuku xaqui	
	San Mateo (Colonia San Mateo)				Heroica Ciudad de Huajuapan de León	Oaxaca														mixteco del noroeste medio	dedavi ~ tu’un savi	[dedaβi] ~ [tũʔũ saβi]												SanMateoColoniaSanMateo	san mateo (colonia san mateo)	
	San Mateo de Libres				San Agustín Atenango	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanMateoLibres	san mateo de libres	
	San Mateo Nejapam				San Mateo Nejapam	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanMateoNejapam	san mateo nejapam	
	San Mateo Nuevo				Silacayoapam	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanMateoNuevo	san mateo nuevo	
	San Mateo Tunuchi				San Sebastián Tecomaxtlahuaca	Oaxaca														mixteco del oeste	to’on savi	[tõʔõ saβi]												SanMateoTunuchi	san mateo tunuchi	
	San Miguel				Villa de Tututepec de Melchor Ocampo	Oaxaca														mixteco de Villa de Tututepec	tu’un savi	[tũʔũ saβi]												SanMiguel	san miguel	
	San Miguel				Santa María Zacatepec	Oaxaca														mixteco de Sierra sur oeste	tu’un va’a	[tũʔũ vaʔa]												SanMiguel	san miguel	
	San Miguel Aguacates				Silacayoapam	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanMiguelAguacates	san miguel aguacates	
	San Miguel Amoltepec				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												SanMiguelAmoltepec	san miguel amoltepec	
	San Miguel Amoltepec Viejo				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												SanMiguelAmoltepecViejo	san miguel amoltepec viejo	
	San Miguel Copala				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanMiguelCopala	san miguel copala	
	San Miguel Cuevas				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanMiguelCuevas	san miguel cuevas	
	San Miguel de Cárdenas				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanMiguelCardenas	san miguel de cardenas	
	San Miguel de Cárdenas				Santos Reyes Tepejillo	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanMiguelCardenas	san miguel de cardenas	
	San Miguel Huautla				San Miguel Huautla	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												SanMiguelHuautla	san miguel huautla	
	San Miguel Ixcatlán				Santiago Yosondúa	Oaxaca														mixteco de Yosondúa	sa’an sau	[sãʔã sau]												SanMiguelIxcatlan	san miguel ixcatlan	
	San Miguel Monteverde (Llano Grande)				San Antonino Monte Verde	Oaxaca														mixteco del norte bajo	tu’un savi	[tũʔũ saβi]												SanMiguelMonteverdeLlanoGrande	san miguel monteverde (llano grande)	
	San Miguel Papalutla				Heroica Ciudad de Huajuapan de León	Oaxaca														mixteco del noroeste medio	dedavi ~ tu’un savi	[dedaβi] ~ [tũʔũ saβi]												SanMiguelPapalutla	san miguel papalutla	
	San Miguel Peras				San Martín Peras	Oaxaca														mixteco del oeste	to’on savi	[tõʔõ saβi]												SanMiguelPeras	san miguel peras	
	San Miguel Peras				San Miguel Peras	Oaxaca														mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]												SanMiguelPeras	san miguel peras	
	San Miguel Reyes				Putla Villa de Guerrero	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												SanMiguelReyes	san miguel reyes	
	San Miguel Río Verde (La Tortuga)				Santiago Amoltepec	Oaxaca														mixteco de Santiago Amoltepec	tnu'u ñuu savi	[tnũʔũ nũʔũ saβi]												SanMiguelRioVerdeLaTortuga	san miguel rio verde (la tortuga)	
	San Miguel Santa Flor				San Miguel Santa Flor	Oaxaca														mixteco de Cañada central	tu’un savi	[tũʔũ saβi]												SanMiguelSantaFlor	san miguel santa flor	
	San Miguel Tejalpan				Xochistlahuaca	Guerrero														mixteco de Xochistlahuaca	tu’un savi	[tũʔũ saβi]												SanMiguelTejalpan	san miguel tejalpan	
	San Miguel Tetepelcingo				San Lorenzo	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												SanMiguelTetepelcingo	san miguel tetepelcingo	
	San Miguel Tixa				San Pedro y San Pablo Teposcolula	Oaxaca														mixteco del norte bajo	tu’un savi	[tũʔũ saβi]												SanMiguelTixa	san miguel tixa	
	San Miguel Tlacamama				San Miguel Tlacamama	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												SanMiguelTlacamama	san miguel tlacamama	
	San Miguel Zahuatlán				San Simón Zahuatlán	Oaxaca														mixteco del noroeste	tu’un savi	[tũʔũ saβi]												SanMiguelZahuatlan	san miguel zahuatlan	
	San Miguel Zapotitlán				Tlapa de Comonfort	Guerrero														mixteco de Guerrero del norte	tu’un savi	[tũʔũ saβi]												SanMiguelZapotitlan	san miguel zapotitlan	
	San Miguel Zinacantla (El Campito)				Tlapa de Comonfort	Guerrero														mixteco de Guerrero del norte	tu’un savi	[tũʔũ saβi]												SanMiguelZinacantlaElCampito	san miguel zinacantla (el campito)	
	San Miguelito				Alcozáuca de Guerrero	Guerrero														mixteco de Guerrero del noreste central	tu’un savi	[tũʔũ saβi]												SanMiguelito	san miguelito	
	San Miguelito				Tlapa de Comonfort	Guerrero														mixteco de Guerrero del norte	tu’un savi	[tũʔũ saβi]												SanMiguelito	san miguelito	
	San Miguelito (Barrio San Miguelito)				Silacayoapam	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanMiguelitoBarrioSanMiguelito	san miguelito (barrio san miguelito)	
	San Nicolás				Cuajinicuilapa	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												SanNicolas	san nicolas	
	San Nicolás Zoyatlán (Zoyatlán)				Xalpatláhuac	Guerrero														mixteco de Guerrero del norte central	jnu’un sábi̠	[hnũʔũ sa˦βi˨]												SanNicolasZoyatlanZoyatlan	san nicolas zoyatlan (zoyatlan)	
	San Pablo Almoloyas				San Juan Bautista Cuicatlán	Oaxaca														mixteco de Cañada bajo	tu’un savi	[tũʔũ saβi]												SanPabloAlmoloyas	san pablo almoloyas	
	San Pablo Huitzo				San Pablo Huitzo	Oaxaca														mixteco alto de Valles	tu’un ñudavi	[tũʔũ ?udaβi]												SanPabloHuitzo	san pablo huitzo	
	San Pablo Netitlán				Zapotitlán	Puebla														mixteco de Zapotitlán	da’an davi	[ðãʔã ðaβi]												SanPabloNetitlan	san pablo netitlan	
	San Pedro				San Jerónimo Xayacatlán	Puebla														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												SanPedro	san pedro	
	San Pedro				San Antonio Huitepec	Oaxaca														mixteco de San Antonio Huitepec	tu’un savi	[tũʔũ saβi]												SanPedro	san pedro	
	San Pedro Atzumba				Zapotitlán	Puebla														mixteco de Zapotitlán	da’an davi	[ðãʔã ðaβi]												SanPedroAtzumba	san pedro atzumba	
	San Pedro Calvario				San Juan Mixtepec	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												SanPedroCalvario	san pedro calvario	
	San Pedro Chicozapotes				San Juan Bautista Cuicatlán	Oaxaca														mixteco de Cañada bajo	tu’un savi	[tũʔũ saβi]												SanPedroChicozapotes	san pedro chicozapotes	
	San Pedro Cholula				Santa María Peñoles	Oaxaca														mixteco de Santa María Peñoles	tu’un savi	[tũʔũ saβi]												SanPedroCholula	san pedro cholula	
	San Pedro Corral				San Juan Mixtepec	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												SanPedroCorral	san pedro corral	
	San Pedro Cuitlapan				Tlacoachistlahuaca	Guerrero														mixteco de Tlacoachistlahuaca	tu’un savi	[tũʔũ saβi]												SanPedroCuitlapan	san pedro cuitlapan	
	San Pedro El Alto				San Mateo Peñasco	Oaxaca														mixteco de San Mateo Peñasco	tu’un savi	[tũʔũ saβi]												SanPedroElAlto	san pedro el alto	
	San Pedro Ixtlahuaca				San Pedro Ixtlahuaca	Oaxaca														mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]												SanPedroIxtlahuaca	san pedro ixtlahuaca	
	San Pedro Jaltepetongo				San Pedro Jaltepetongo	Oaxaca														mixteco de Cañada bajo	tu’un savi	[tũʔũ saβi]												SanPedroJaltepetongo	san pedro jaltepetongo	
	San Pedro Mártir				San Mateo Peñasco	Oaxaca														mixteco de San Mateo Peñasco	tu’un savi	[tũʔũ saβi]												SanPedroMartir	san pedro martir	
	San Pedro Mártir (Barrio San Pedro Mártir)				San Pedro Molinos	Oaxaca														mixteco de San Pedro Molinos	tu’un savi	[tũʔũ saβi]												SanPedroMartirBarrioSanPedroMartir	san pedro martir (barrio san pedro martir)	
	San Pedro Netitlán				Zapotitlán	Puebla														mixteco de Zapotitlán	da’an davi	[ðãʔã ðaβi]												SanPedroNetitlan	san pedro netitlan	
	San Pedro Nodon				San Juan Bautista Cuicatlán	Oaxaca														mixteco de Cañada bajo	tu’un savi	[tũʔũ saβi]												SanPedroNodon	san pedro nodon	
	San Pedro Ñumi				San Juan Ñumi	Oaxaca														mixteco de Ñumi	sa'an savi ~ sa'an sau	[sãʔã saβi] ~ [sãʔã sau]												SanPedroNumi	san pedro numi	
	San Pedro Petlacala				Tlapa de Comonfort	Guerrero														mixteco de Guerrero del norte	tu’un savi	[tũʔũ saβi]												SanPedroPetlacala	san pedro petlacala	
	San Pedro Quilitongo				Asunción Nochixtlán	Oaxaca														mixteco del este	tu’un davi	[tũʔũ ðaβi]												SanPedroQuilitongo	san pedro quilitongo	
	San Pedro Retoño				San Juan Mixtepec	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												SanPedroRetono	san pedro retono	
	San Pedro Siniyuvi				San Juan Colorado	Oaxaca														mixteco de Oaxaca de la costa noroeste	tu’un savi	[tũʔũ saβi]												SanPedroSiniyuvi	san pedro siniyuvi	
	San Pedro Tulixtlahuaca				San Antonio Tepetlapa	Oaxaca														mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												SanPedroTulixtlahuaca	san pedro tulixtlahuaca	
	San Pedro Viejo				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												SanPedroViejo	san pedro viejo	
	San Pedro y San Pablo Tequixtepec				San Pedro y San Pablo Tequixtepec	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												SanPedroySanPabloTequixtepec	san pedro y san pablo tequixtepec	
	San Pedro Yososcua				San Juan Mixtepec	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												SanPedroYososcua	san pedro yososcua	
	San Pedro Yosotatu				Santiago Nuyoó	Oaxaca														mixteco del suroeste	tu’un savi	[tũʔũ saβi]												SanPedroYosotatu	san pedro yosotatu	
	San Rafael				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												SanRafael	san rafael	
	San Rafael (Segunda Sección)				Heroica Ciudad de Huajuapan de León	Oaxaca														mixteco del noroeste medio	dedavi ~ tu’un savi	[dedaβi] ~ [tũʔũ saβi]												SanRafaelSegundaSeccion	san rafael (segunda seccion)	
	San Sebastián (Barrio San Sebastián)				Silacayoapam	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanSebastianBarrioSanSebastian	san sebastian (barrio san sebastian)	
	San Sebastián Atoyaquillo				San Miguel Achiutla	Oaxaca														mixteco central	tu’un savi	[tũʔũ saβi]												SanSebastianAtoyaquillo	san sebastian atoyaquillo	
	San Sebastián Cahuandaca				San Juan Mixtepec	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												SanSebastianCahuandaca	san sebastian cahuandaca	
	San Sebastián Frontera				Santiago Chazumba	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												SanSebastianFrontera	san sebastian frontera	
	San Sebastián Ixcapa				San Sebastián Ixcapa	Oaxaca														mixteco de Oaxaca de la costa noroeste	tu’un savi	[tũʔũ saβi]												SanSebastianIxcapa	san sebastian ixcapa	
	San Sebastián los Cholula				San Sebastián Tecomaxtlahuaca	Oaxaca														mixteco del oeste	to’on savi	[tõʔõ saβi]												SanSebastianlosCholula	san sebastian los cholula	
	San Sebastián Nopalera				Santa Lucía Monteverde	Oaxaca														mixteco de Santa Lucía Monteverde	sasau	[sasau]												SanSebastianNopalera	san sebastian nopalera	
	San Sebastián Sedas				San Francisco Telixtlahuaca	Oaxaca														mixteco alto de Valles	tu’un ñudavi	[tũʔũ ?udaβi]												SanSebastianSedas	san sebastian sedas	
	San Valentín Gómez				Tezoatlán de Segura y Luna	Oaxaca														mixteco del noroeste medio	dedavi ~ tu’un savi	[dedaβi] ~ [tũʔũ saβi]												SanValentinGomez	san valentin gomez	
	San Vicente Amole				Copanatoyac	Guerrero														mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												SanVicenteAmole	san vicente amole	
	San Vicente Boquerón				Acatlán	Puebla														mixteco del suroeste de Puebla	da’an davi ~ de’e dau	[ðãʔã ðaβi] ~ [ðeʔe ðau]												SanVicenteBoqueron	san vicente boqueron	
	San Vicente del Palmar				Tezoatlán de Segura y Luna	Oaxaca														mixteco del noroeste medio	dedavi ~ tu’un savi	[dedaβi] ~ [tũʔũ saβi]												SanVicentePalmar	san vicente del palmar	
	San Vicente Piñas				Santa María Zacatepec	Oaxaca														mixteco de Sierra sur oeste	tu’un va’a	[tũʔũ vaʔa]												SanVicentePinas	san vicente pinas	
	Sanchico				Santiago Chazumba	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												Sanchico	sanchico	
	Sandoo Ñuu				Santa María Apazco	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												SandooNuu	sandoo nuu	
	Santa Ana Rayón				Santiago Tamazola	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SantaAnaRayon	santa ana rayon	
	Santa Ana Rayón				Constancia de Rosario	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												SantaAnaRayon	santa ana rayon	
	Santa Anita				Xalpatláhuac	Guerrero														mixteco de Guerrero central alto	tno̱’on sávi̱	[tnõʔõ saβi˨]												SantaAnita	santa anita	
	Santa Catalina Chinango				San Pedro y San Pablo Tequixtepec	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												SantaCatalinaChinango	santa catalina chinango	
	Santa Catarina				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												SantaCatarina	santa catarina	
	Santa Catarina (Ignacio Allende)				Villa Tejupam de la Unión	Oaxaca														mixteco del norte bajo	tu’un savi	[tũʔũ saβi]												SantaCatarinaIgnacioAllende	santa catarina (ignacio allende)	
	Santa Catarina Cuanana				Santiago Yosondúa	Oaxaca														mixteco de Yosondúa	sa’an sau	[sãʔã sau]												SantaCatarinaCuanana	santa catarina cuanana	
	Santa Catarina Montaño				Santa María Atzompa	Oaxaca														mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]												SantaCatarinaMontano	santa catarina montano	
	Santa Catarina Noltepec				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SantaCatarinaNoltepec	santa catarina noltepec	
