id,village_name,village_name_alternative,municipality,state,latitude,longitude,isocode,glottocode,glottolog_name,glottolog_level,glottolog_super,glottolog_group,glottolog_latitude,glottolog_longitude,josserand_group,josserand_subgroup,josserand_code,inali_group,inali_endonym_ort,inali_endonym_ipa,egland_name,egland_perc,egland_level,egland_super,mtree_name,mtree_code,mtree_codealt,mtree_latitude,mtree_longitude,mtree_comments,coordinate.comparison,village_norm,Comments
NA,San José Ojo de Agua,NA,San Juan Tamazola,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Juan Tamazola,tnu’un davi,[tnũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san jose ojo de agua,
NA,San José Río Verde (La Boquilla),NA,Santiago Jamiltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Oaxaca de costa central baja,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san jose rio verde (la boquilla),
NA,San José Tenería,NA,San Miguel Amatitlán,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noroeste,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san jose teneria,
NA,San José Tetepelcingo,NA,San Lorenzo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Oaxaca de la costa central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san jose tetepelcingo,
NA,San José Texcalapa,NA,Petlalcingo,Puebla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de la frontera Puebla-Oaxaca,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san jose texcalapa,
NA,San José Tres Lagunas,NA,Santiago Tilantongo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este central,tnu’un dau,[tnũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san jose tres lagunas,
NA,San José Xochixtlán,NA,San Martín Itunyoso,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san jose xochixtlan,
NA,San José Yatandoyo,NA,Santa Cruz Nundaco,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del suroeste central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san jose yatandoyo,
NA,San José Yosocaño,NA,Constancia de Rosario,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Sierra sur noroeste,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san jose yosocano,
NA,San José Yutatuyaa (Yutatuyaa Jicayán),NA,San Pedro Jicayán,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Oaxaca de la costa central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san jose yutatuyaa (yutatuyaa jicayan),
NA,San Juan Bautista Coixtlahuaca,NA,San Juan Bautista Coixtlahuaca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noreste,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan bautista coixtlahuaca,
NA,San Juan Bautista Cuicatlán,NA,San Juan Bautista Cuicatlán,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Cañada bajo,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan bautista cuicatlan,
NA,San Juan Bautista la Raya,NA,Santa Cruz Xoxocotlán,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan bautista la raya,
NA,San Juan Bautista Tlachichilco,NA,San Juan Bautista Tlachichilco,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan bautista tlachichilco,
NA,San Juan Cacahuatepec,NA,San Juan Cacahuatepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Sierra sur oeste,tu’un va’a,[tũʔũ vaʔa],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan cacahuatepec,
NA,San Juan Cahuayaxi,NA,San Juan Mixtepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan cahuayaxi,
NA,San Juan Coatzóspam,NA,San Juan Coatzóspam,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Coatzóspam,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan coatzospam,
NA,San Juan Copala,NA,Santiago Juxtlahuaca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan copala,
NA,San Juan Coyula,NA,San Juan Bautista Cuicatlán,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Cañada bajo,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan coyula,
NA,San Juan Cuitito,NA,Tezoatlán de Segura y Luna,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan cuitito,
NA,San Juan de los Llanos,NA,Igualapa,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Igualapa,tu’un Isasi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan de los llanos,
NA,San Juan del Reparo (San Juan del Reparo Norte),NA,Juan R. Escudero,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero de la costa occidental,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan del reparo (san juan del reparo norte),
NA,San Juan del Río,NA,San Martín Peras,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste,to’on savi,[tõʔõ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan del rio,
NA,San Juan del Río,NA,Magdalena Peñasco,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan del rio,
NA,San Juan Diquiyú,NA,Tezoatlán de Segura y Luna,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noroeste central bajo,tu’un javi,[tũʔũ xaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan diquiyu,
NA,San Juan Frontera,NA,Santiago Chazumba,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de la frontera Puebla-Oaxaca,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan frontera,
NA,San Juan Huaxtepec,NA,Silacayoapam,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan huaxtepec,
NA,San Juan Ihualtepec,NA,San Juan Ihualtepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan ihualtepec,
NA,San Juan Ixtaltepec,NA,San Pedro Coxcaltepec Cántaros,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan ixtaltepec,
NA,San Juan Jicayán,NA,San Pedro Jicayán,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Oaxaca de la costa central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan jicayan,
NA,San Juan la Lima,NA,Mesones Hidalgo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Sierra sur noroeste,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan la lima,
NA,San Juan Mixtepec Distrito 08,NA,San Juan Mixtepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan mixtepec distrito 08,
NA,San Juan Mixtepec Distrito 26,NA,San Juan Mixtepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan mixtepec distrito 26,
NA,San Juan Monte Flor,NA,San Juan Tamazola,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Juan Tamazola,tnu’un davi,[tnũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan monte flor,
NA,San Juan Reyes,NA,Santo Domingo Tonalá,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santo Domingo Tonalá,to’on nda’vi,[tõʔõ ndaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan reyes,
NA,San Juan Tezoatlán,NA,Santa Lucía Monteverde,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Lucía Monteverde,sasau,[sasau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan tezoatlan,
NA,San Juan Viejo,NA,Santa María Zacatepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Sierra sur oeste,tu’un va’a,[tũʔũ vaʔa],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan viejo,
NA,San Juan Xochiltepec,NA,San Antonio Huitepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Antonio Huitepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan xochiltepec,
NA,San Juan Yolotepec,NA,San Pedro y San Pablo Tequixtepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de la frontera Puebla-Oaxaca,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan yolotepec,
NA,San Juan Yosocani,NA,San Lorenzo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Oaxaca de la costa central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san juan yosocani,
NA,San Lorenzo El Zapote,NA,Santiago Amoltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santiago Amoltepec,tnu'u ñuu savi,[tnũʔũ nũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san lorenzo el zapote,
NA,San Lorenzo Manzanal,NA,Santiago Juxtlahuaca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san lorenzo manzanal,
NA,San Lorenzo Vista Hermosa,NA,San Miguel Amatitlán,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noroeste,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san lorenzo vista hermosa,
NA,San Lucas,NA,San Juan Mixtepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san lucas,
NA,San Lucas,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san lucas,
NA,San Lucas,NA,Santiago Ixtayutla,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Ixtayutla,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san lucas,
NA,San Lucas Redención,NA,San Pablo Tijaltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Pablo Tijaltepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san lucas redencion,
NA,San Luis Acatlán,NA,San Luis Acatlán,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Luis Acatlán,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san luis acatlan,
NA,San Marcos,NA,San Martín Peras,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste,to’on savi,[tõʔõ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san marcos,
NA,San Marcos,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san marcos,
NA,San Marcos,NA,San Marcos,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero de la costa occidental,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san marcos,
NA,San Marcos Coyul,NA,San Pedro Jicayán,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Oaxaca de la costa central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san marcos coyul,
NA,San Marcos de Garzón,NA,Tezoatlán de Segura y Luna,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noroeste central alto,tu’un djavi,[tũʔũ ?aβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san marcos de garzon,
NA,San Marcos Monte de León,NA,Villa de Chilapa de Díaz,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del norte bajo,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san marcos monte de leon,
NA,San Marcos Natividad,NA,San Francisco Tlapancingo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san marcos natividad,
NA,San Marcos Nejapa,NA,Santa María Zacatepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Sierra sur oeste,tu’un va’a,[tũʔũ vaʔa],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san marcos nejapa,
NA,San Marcos Zochiquilazola,NA,Santiago Juxtlahuaca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san marcos zochiquilazola,
NA,San Martín,NA,Alcozáuca de Guerrero,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del noreste central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san martin,
NA,San Martín,NA,Tlacoachistlahuaca,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Tlacoachistlahuaca,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san martin,
NA,San Martín,NA,Pinotepa de Don Luis,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Oaxaca de la costa oeste central,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san martin,
NA,San Martín Caballero,NA,Santa Ana Cuauhtémoc,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Cañada central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san martin caballero,
NA,San Martín de las Palmas,NA,Santiago Tilantongo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este central,tnu’un dau,[tnũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san martin de las palmas,
NA,San Martín del Río,NA,Tezoatlán de Segura y Luna,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noroeste medio,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san martin del rio,
NA,San Martín Itunyoso,NA,San Martín Itunyoso,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san martin itunyoso,
NA,San Martín Rancho Nuevo,NA,San Pedro Atoyac,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Oaxaca de costa central baja,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san martin rancho nuevo,
NA,San Martín Sabinillo,NA,San Miguel Tlacotepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san martin sabinillo,
NA,San Martín Yuku Xaqui,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san martin yuku xaqui,
NA,San Mateo (Colonia San Mateo),NA,Heroica Ciudad de Huajuapan de León,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noroeste medio,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san mateo (colonia san mateo),
NA,San Mateo de Libres,NA,San Agustín Atenango,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san mateo de libres,
NA,San Mateo Nejapam,NA,San Mateo Nejapam,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san mateo nejapam,
NA,San Mateo Nuevo,NA,Silacayoapam,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san mateo nuevo,
NA,San Mateo Tunuchi,NA,San Sebastián Tecomaxtlahuaca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste,to’on savi,[tõʔõ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san mateo tunuchi,
NA,San Miguel,NA,Villa de Tututepec de Melchor Ocampo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Villa de Tututepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel,
NA,San Miguel,NA,Santa María Zacatepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Sierra sur oeste,tu’un va’a,[tũʔũ vaʔa],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel,
NA,San Miguel Aguacates,NA,Silacayoapam,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel aguacates,
NA,San Miguel Amoltepec,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel amoltepec,
NA,San Miguel Amoltepec Viejo,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel amoltepec viejo,
NA,San Miguel Copala,NA,Santiago Juxtlahuaca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel copala,
NA,San Miguel Cuevas,NA,Santiago Juxtlahuaca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel cuevas,
NA,San Miguel de Cárdenas,NA,Santiago Juxtlahuaca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel de cardenas,
NA,San Miguel de Cárdenas,NA,Santos Reyes Tepejillo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel de cardenas,
NA,San Miguel Huautla,NA,San Miguel Huautla,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noreste,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel huautla,
NA,San Miguel Ixcatlán,NA,Santiago Yosondúa,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Yosondúa,sa’an sau,[sãʔã sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel ixcatlan,
NA,San Miguel Monteverde (Llano Grande),NA,San Antonino Monte Verde,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del norte bajo,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel monteverde (llano grande),
NA,San Miguel Papalutla,NA,Heroica Ciudad de Huajuapan de León,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noroeste medio,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel papalutla,
NA,San Miguel Peras,NA,San Martín Peras,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste,to’on savi,[tõʔõ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel peras,
NA,San Miguel Peras,NA,San Miguel Peras,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel peras,
NA,San Miguel Reyes,NA,Putla Villa de Guerrero,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Sierra sur noroeste,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,san miguel reyes,
